OBJECT_NAME,OBJECT_IDENTIFIER,OBJECT_DATA_TYPE,OBJECT_PREMISSIONS,OBJECT_CLASS,OBJECT_NODE_TYPE,OBJECT_DESCRIPTION
fgWcWtpProfileRadioRadioId,1.3.6.1.4.1.12356.101.14.4.2.1.2,fgwcwtpradioid,no-access,objecttype,column,"Represents the radio Id of a WTP radio."
fgWcWtpProfileRadioMode,1.3.6.1.4.1.12356.101.14.4.2.1.3,fgwcwtpradiomode,read-only,objecttype,column,"Represents the operating mode of a WTP radio."
fgWcWtpProfileRadioApScan,1.3.6.1.4.1.12356.101.14.4.2.1.4,fnboolstate,read-only,objecttype,column,"Whether background scan is enabled on this WTP radio."
fgWcWtpProfileRadioWidsProfile,1.3.6.1.4.1.12356.101.14.4.2.1.5,displaystring,read-only,objecttype,column,"Represents the WIDS profile configured for this WTP radio."
fgWcWtpProfileRadioDarrp,1.3.6.1.4.1.12356.101.14.4.2.1.6,fnboolstate,read-only,objecttype,column,"Whether DARRP is enabled on this WTP radio."
fgWcWtpProfileRadioFrequencyHandoff,1.3.6.1.4.1.12356.101.14.4.2.1.7,fnboolstate,read-only,objecttype,column,"Whether frequency handoff is enabled on this WTP radio."
fgWcWtpProfileRadioApHandoff,1.3.6.1.4.1.12356.101.14.4.2.1.8,fnboolstate,read-only,objecttype,column,"Whether AP handoff is enabled on this WTP radio."
fgWcWtpProfileRadioBeaconInterval,1.3.6.1.4.1.12356.101.14.4.2.1.9,integer32,read-only,objecttype,column,"This attribute shall specify the number of TUs that a station shall use for scheduling Beacon transmissions. This value is transmitted in Beacon and Probe Response frames."
fgWcWtpProfileRadioDtimPeriod,1.3.6.1.4.1.12356.101.14.4.2.1.10,integer32,read-only,objecttype,column,"This attribute shall specify the number of beacon intervals that shall elapse between transmission of Beacon frames containing a TIM element whose DTIM Count field is 0. This value is transmitted in the DTIM Period field of Beacon frames."
fgWcWtpProfileRadioBand,1.3.6.1.4.1.12356.101.14.4.2.1.11,fgwcwtpradiotype,read-only,objecttype,column,"Represents the radio band setting configured for this WTP radio."
fgWcWtpProfileRadioChannelBonding,1.3.6.1.4.1.12356.101.14.4.2.1.12,fnboolstate,read-only,objecttype,column,"Whether channel bonding is enabled on this WTP radio."
fgWcWtpProfileRadioChannel,1.3.6.1.4.1.12356.101.14.4.2.1.13,displaystring,read-only,objecttype,column,"Represents a list of channels configured for this WTP radio."
fgWcWtpProfileRadioAutoTxPowerControl,1.3.6.1.4.1.12356.101.14.4.2.1.14,fnboolstate,read-only,objecttype,column,"Whether automatic TX power control is enabled on this WTP radio."
fgWcWtpProfileRadioAutoTxPowerLow,1.3.6.1.4.1.12356.101.14.4.2.1.15,integer32,read-only,objecttype,column,"Represents the low limit of the power level configured for this WTP radio, in dBm. Applicable only when auto power leveling is enabled."
fgWcWtpProfileRadioAutoTxPowerHigh,1.3.6.1.4.1.12356.101.14.4.2.1.16,integer32,read-only,objecttype,column,"Represents the high limit of the power level configured for this WTP radio, in dBm. Applicable only when auto power leveling is enabled."
fgWcWtpProfileRadioTxPowerLevel,1.3.6.1.4.1.12356.101.14.4.2.1.17,gauge32,read-only,objecttype,column,"Represents the radio TX power setting configured for this WTP radio, in percentage. Application only when auto power leveling is disabled."
fgWcWtpProfileRadioVaps,1.3.6.1.4.1.12356.101.14.4.2.1.18,displaystring,read-only,objecttype,column,"Represents a list of WLANs configured for this WTP radio."
fgWcWtpProfileRadioStationCapacity,1.3.6.1.4.1.12356.101.14.4.2.1.19,unsigned32,read-only,objecttype,column,"Represents the maximum number of clients allowed on this WTP radio."
fgWcWtpProfileRadioChannelWidth,1.3.6.1.4.1.12356.101.14.4.2.1.20,fgwcwtpchannelwidthtype,read-only,objecttype,column,"Represents the channel width on this WTP radio."
fgWcWtpConfigTable,1.3.6.1.4.1.12356.101.14.4.3,,no-access,objecttype,table,"A table of objects that display the configuration of WTPs."
fgWcWtpConfigEntry,1.3.6.1.4.1.12356.101.14.4.3.1,,no-access,objecttype,row,"A set of objects that display the configuration of a WTP."
fgWcWtpConfigWtpId,1.3.6.1.4.1.12356.101.14.4.3.1.1,displaystring,no-access,objecttype,column,"Represents the unique identifier of a WTP."
fgWcWtpConfigWtpAdmin,1.3.6.1.4.1.12356.101.14.4.3.1.2,integer,read-only,objecttype,column,"Represents the administrative status of this WTP. The following enumerated values are supported: discovered(1) - This WTP was discovered though discovery or join request messages. disable(2) - Controller is configured to not provide service to this WTP. enable(3), - Controller is configured to provide service to this WTP. other(0) - The administration state of the WTP is unknown. Enumeration: 'discovered': 1, 'enable': 3, 'other': 0, 'disable': 2."
fgWcWtpConfigWtpName,1.3.6.1.4.1.12356.101.14.4.3.1.3,displaystring,read-only,objecttype,column,"Represents the name configured for this WTP."
fgWcWtpConfigWtpLocation,1.3.6.1.4.1.12356.101.14.4.3.1.4,displaystring,read-only,objecttype,column,"Represents the location of this WTP."
fgWcWtpConfigWtpProfile,1.3.6.1.4.1.12356.101.14.4.3.1.5,displaystring,read-only,objecttype,column,"Represents the WTP profile configured for this WTP."
fgWcWtpConfigRadioEnable,1.3.6.1.4.1.12356.101.14.4.3.1.6,fnboolstate,read-only,objecttype,column,"Whether radio is enabled for this WTP."
fgWcWtpConfigRadioAutoTxPowerControl,1.3.6.1.4.1.12356.101.14.4.3.1.7,fnboolstate,read-only,objecttype,column,"Whether radio automatic TX power control is enabled on this WTP."
fgWcWtpConfigRadioAutoTxPowerLow,1.3.6.1.4.1.12356.101.14.4.3.1.8,integer32,read-only,objecttype,column,"Represents the low limit of radio automatic TX power control configured for this WTP, in dBm."
fgWcWtpConfigRadioAutoTxPowerHigh,1.3.6.1.4.1.12356.101.14.4.3.1.9,integer32,read-only,objecttype,column,"Represents the high limit of radio automatic TX power control configured for this WTP, in dBm."
fgWcWtpConfigRadioTxPowerLevel,1.3.6.1.4.1.12356.101.14.4.3.1.10,gauge32,read-only,objecttype,column,"Represents the radio TX power setting configured for this WTP, in percentage."
fgWcWtpConfigRadioBand,1.3.6.1.4.1.12356.101.14.4.3.1.11,fgwcwtpradiobandtype,read-only,objecttype,column,"Represents the radio band configured for this WTP."
fgWcWtpConfigRadioApScan,1.3.6.1.4.1.12356.101.14.4.3.1.12,fnboolstate,read-only,objecttype,column,"Whether background scan is enabled on this WTP."
fgWcWtpConfigVapAll,1.3.6.1.4.1.12356.101.14.4.3.1.13,fnboolstate,read-only,objecttype,column,"Whether all VAPs are selected for this WTP."
fgWcWtpConfigVaps,1.3.6.1.4.1.12356.101.14.4.3.1.14,displaystring,read-only,objecttype,column,"Represents a list of VAPs configured for this WTP."
fgWcWtpSessionTable,1.3.6.1.4.1.12356.101.14.4.4,,no-access,objecttype,table,"A table of objects that indicate the AC's CAPWAP FSM state for each WTP, and helps the operator to query a WTP's current status."
fgWcWtpSessionEntry,1.3.6.1.4.1.12356.101.14.4.4.1,,no-access,objecttype,row,"A set of objects that displays the AC's CAPWAP FSM state for each WTP. Also, the operator could query the current status of a WTP by using the identifier of the corresponding WTP."
fgWcWtpSessionWtpId,1.3.6.1.4.1.12356.101.14.4.4.1.1,displaystring,no-access,objecttype,column,"Represents the unique identifier of a WTP."
fgWcWtpSessionWtpIpAddressType,1.3.6.1.4.1.12356.101.14.4.4.1.2,inetaddresstype,read-only,objecttype,column,"Represents the IP address type of a WTP. Only ipv4(1) and ipv6(2) are supported by the object."
fgWcWtpSessionWtpIpAddress,1.3.6.1.4.1.12356.101.14.4.4.1.3,inetaddress,read-only,objecttype,column,"Represents the IP address of a WTP that corresponds to the IP address in the IP packet header. The format of this IP address is determined by the corresponding instance of object fgWcWtpWtpIpAddressType."
fgWcWtpSessionWtpLocalIpAddressType,1.3.6.1.4.1.12356.101.14.4.4.1.4,inetaddresstype,read-only,objecttype,column,"Represents the local IP address type of a WTP. Only ipv4(1) and ipv6(2) are supported by the object."
fgWcWtpSessionWtpLocalIpAddress,1.3.6.1.4.1.12356.101.14.4.4.1.5,inetaddress,read-only,objecttype,column,"Represents the local IP address of a WTP and models the CAPWAP Local IPv4 Address or CAPWAP Local IPv6 Address fields [RFC5415]. If a Network Address Translation (NAT) device is present between WTP and AC, the value of fgWcWtpWtpLocalIpAddress will be different from the value of fgWcWtpWtpIpAddress. The format of this IP address is determined by the corresponding instance of object fgWcWtpSessionWtpLocalIpAddressType."
fgWcWtpSessionWtpBaseMacAddress,1.3.6.1.4.1.12356.101.14.4.4.1.6,physaddress,read-only,objecttype,column,"Represents the WTP's Base MAC Address, which MAY be assigned to the primary Ethernet interface. The instance of the object corresponds to the Base MAC Address sub-element in the CAPWAP protocol [RFC5415]."
fgWcWtpSessionConnectionState,1.3.6.1.4.1.12356.101.14.4.4.1.7,integer,read-only,objecttype,column,"Represents the connection state of a WTP to AC. The following enumerated values are supported: offLine(1) - The WTP is not connected. onLine(2) - The WTP is connected. downloadingImage(3) - The WTP is downloading software image from the AC on joining. connectedImage(4) - The AC is pushing software image to the connected WTP. other(0) - The WTP connection state is unknown. Enumeration: 'offLine': 1, 'other': 0, 'connectedImage': 4, 'downloadingImage': 3, 'onLine': 2."
fgWcWtpSessionWtpUpTime,1.3.6.1.4.1.12356.101.14.4.4.1.8,timeticks,read-only,objecttype,column,"Represents the time (in hundredths of a second) since the WTP boots."
fgWcWtpSessionWtpDaemonUpTime,1.3.6.1.4.1.12356.101.14.4.4.1.9,timeticks,read-only,objecttype,column,"Represents the time (in hundredths of a second) since the WTP daemon has been started."
fgWcWtpSessionWtpSessionUpTime,1.3.6.1.4.1.12356.101.14.4.4.1.10,timeticks,read-only,objecttype,column,"Represents the time (in hundredths of a second) since the WTP connects to the AC."
fgWcWtpSessionWtpProfileName,1.3.6.1.4.1.12356.101.14.4.4.1.11,displaystring,read-only,objecttype,column,"Represents the profile configured for this WTP."
fgWcWtpSessionWtpModelNumber,1.3.6.1.4.1.12356.101.14.4.4.1.12,displaystring,read-only,objecttype,column,"Represents the model number of a WTP."
fgWcWtpSessionWtpHwVersion,1.3.6.1.4.1.12356.101.14.4.4.1.13,displaystring,read-only,objecttype,column,"Represents the hardware version of a WTP."
fgWcWtpSessionWtpSwVersion,1.3.6.1.4.1.12356.101.14.4.4.1.14,displaystring,read-only,objecttype,column,"Represents the software version of a WTP."
fgWcWtpSessionWtpBootVersion,1.3.6.1.4.1.12356.101.14.4.4.1.15,displaystring,read-only,objecttype,column,"Represents the boot loader version of a WTP."
fgWcWtpSessionWtpRegionCode,1.3.6.1.4.1.12356.101.14.4.4.1.16,displaystring,read-only,objecttype,column,"Represents the region code programmed for this WTP."
fgWcWtpSessionWtpStationCount,1.3.6.1.4.1.12356.101.14.4.4.1.17,gauge32,read-only,objecttype,column,"Represents the number of clients currently connected to this WTP."
fgWcWtpSessionWtpByteRxCount,1.3.6.1.4.1.12356.101.14.4.4.1.18,counter64,read-only,objecttype,column,"Represents the number of bytes received by this WTP."
fgWcWtpSessionWtpByteTxCount,1.3.6.1.4.1.12356.101.14.4.4.1.19,counter64,read-only,objecttype,column,"Represents the number of bytes transmitted by this WTP."
fgWcWtpSessionWtpCpuUsage,1.3.6.1.4.1.12356.101.14.4.4.1.20,gauge32,read-only,objecttype,column,"Represents the current CPU usage of a WTP (percentage)."
fgWcWtpSessionWtpMemoryUsage,1.3.6.1.4.1.12356.101.14.4.4.1.21,gauge32,read-only,objecttype,column,"Represents the current memory usage of a WTP (percentage)."
fgWcWtpSessionWtpMemoryCapacity,1.3.6.1.4.1.12356.101.14.4.4.1.22,unsigned32,read-only,objecttype,column,"Represents the total physical memory (RAM) installed (KB)."
fgWcWtpSessionRadioTable,1.3.6.1.4.1.12356.101.14.4.5,,no-access,objecttype,table,"A table of objects that display the status of radios in WTP sessions."
fgWcWtpSessionRadioEntry,1.3.6.1.4.1.12356.101.14.4.5.1,,no-access,objecttype,row,"A set of objects that display the status of a radio in a WTP session."
fgWcWtpSessionRadioWtpId,1.3.6.1.4.1.12356.101.14.4.5.1.1,displaystring,no-access,objecttype,column,"Represents the unique identifier of a WTP."
fgWcWtpSessionRadioRadioId,1.3.6.1.4.1.12356.101.14.4.5.1.2,fgwcwtpradioid,no-access,objecttype,column,"Represents the radio Id of a radio."
fgWcWtpSessionRadioMode,1.3.6.1.4.1.12356.101.14.4.5.1.3,fgwcwtpradiomode,read-only,objecttype,column,"Represents the operating mode of this radio."
fgWcWtpSessionRadioBaseBssid,1.3.6.1.4.1.12356.101.14.4.5.1.4,physaddress,read-only,objecttype,column,"Represents base bssid of this radio."
fgWcWtpSessionRadioCountryString,1.3.6.1.4.1.12356.101.14.4.5.1.5,fgwccountrystring,read-only,objecttype,column,"Represents the current operating country string, in ISO string format."
fgWcWtpSessionRadioCountryCode,1.3.6.1.4.1.12356.101.14.4.5.1.6,integer32,read-only,objecttype,column,"Represents the current operating country code."
fgWcWtpSessionRadioOperatingChannel,1.3.6.1.4.1.12356.101.14.4.5.1.7,fgwcwtpradiochannelnumber,read-only,objecttype,column,"Represents the current operating channel of this radio."
fgWcWtpSessionRadioOperatingPower,1.3.6.1.4.1.12356.101.14.4.5.1.8,integer32,read-only,objecttype,column,"Represents the current operating power of this radio, in dBm."
fgWcWtpSessionRadioStationCount,1.3.6.1.4.1.12356.101.14.4.5.1.9,gauge32,read-only,objecttype,column,"Represents the number of clients currently connected to this radio."
fgWcWtpSessionVapTable,1.3.6.1.4.1.12356.101.14.4.6,,no-access,objecttype,table,"A table of objects that display the status of VAPs in WTP sessions. A VAP represents an SSID that is assigned on a WTP radio."
fgWcWtpSessionVapEntry,1.3.6.1.4.1.12356.101.14.4.6.1,,no-access,objecttype,row,"A set of objects that display the status of a VAP in a WTP session."
fgWcWtpSessionVapWtpId,1.3.6.1.4.1.12356.101.14.4.6.1.1,displaystring,no-access,objecttype,column,"Represents the unique identifier of a WTP."
fgWcWtpSessionVapRadioId,1.3.6.1.4.1.12356.101.14.4.6.1.2,fgwcwtpradioid,no-access,objecttype,column,"Represents the radio Id of a VAP."
fgWcWtpSessionVapSsid,1.3.6.1.4.1.12356.101.14.4.6.1.3,octet string,read-only,objecttype,column,"Service set ID of this VAP interface."
fgWcWtpSessionVapStationCount,1.3.6.1.4.1.12356.101.14.4.6.1.4,gauge32,read-only,objecttype,column,"Represents the number of clients currently connected to this VAP."
fgWcWtpSessionVapByteRxCount,1.3.6.1.4.1.12356.101.14.4.6.1.5,counter64,read-only,objecttype,column,"Represents the number of bytes received by this VAP."
fgWcWtpSessionVapByteTxCount,1.3.6.1.4.1.12356.101.14.4.6.1.6,counter64,read-only,objecttype,column,"Represents the number of bytes transmitted by this VAP."
fgWcStaTable,1.3.6.1.4.1.12356.101.14.5,,no-access,objecttype,table,"A table that provides information of all the wireless stations that are accessing the wireless service provided by the AC."
fgWcStaEntry,1.3.6.1.4.1.12356.101.14.5.1,,no-access,objecttype,row,"A set of objects that display information of a wireless station."
fgWcStaMacAddress,1.3.6.1.4.1.12356.101.14.5.1.1,physaddress,no-access,objecttype,column,"Represents the MAC address of a wireless station."
fgWcStaWlan,1.3.6.1.4.1.12356.101.14.5.1.2,displaystring,read-only,objecttype,column,"WLAN interface that a wireless station is connected to."
fgWcStaWtpId,1.3.6.1.4.1.12356.101.14.5.1.3,displaystring,read-only,objecttype,column,"Unique identifier of the WTP that a wireless station is connected to."
fgWcStaRadioId,1.3.6.1.4.1.12356.101.14.5.1.4,fgwcwtpradioid,read-only,objecttype,column,"Represents the radio of the WTP that a wireless station is connected to."
fgWcStaVlanId,1.3.6.1.4.1.12356.101.14.5.1.5,integer32,read-only,objecttype,column,"Represents the VLAN ID that is assigned to a wireless station."
fgWcStaIpAddressType,1.3.6.1.4.1.12356.101.14.5.1.6,inetaddresstype,read-only,objecttype,column,"Represents the IP address type of a wireless station. Only ipv4(1) and ipv6(2) are supported by the object."
fgWcStaIpAddress,1.3.6.1.4.1.12356.101.14.5.1.7,inetaddress,read-only,objecttype,column,"Represents the IP address of a wireless station."
fgWcStaVci,1.3.6.1.4.1.12356.101.14.5.1.8,displaystring,read-only,objecttype,column,"Represents the vendor class identifier of a wireless station."
fgWcStaHost,1.3.6.1.4.1.12356.101.14.5.1.9,displaystring,read-only,objecttype,column,"Represents the host name of a wireless station."
fgWcStaUser,1.3.6.1.4.1.12356.101.14.5.1.10,displaystring,read-only,objecttype,column,"Represents the user name of a wireless station."
fgWcStaGroup,1.3.6.1.4.1.12356.101.14.5.1.11,displaystring,read-only,objecttype,column,"Represents the user group of a wireless station."
fgWcStaSignal,1.3.6.1.4.1.12356.101.14.5.1.12,integer32,read-only,objecttype,column,"Represents the signal strengh of a wireless station, in dBm."
fgWcStaNoise,1.3.6.1.4.1.12356.101.14.5.1.13,integer32,read-only,objecttype,column,"Represents the noise level of a wireless station, in dBm."
fgWcStaIdle,1.3.6.1.4.1.12356.101.14.5.1.14,gauge32,read-only,objecttype,column,"Indicates how long a wireless station in inactive, in seconds."
fgWcStaBandwidthTx,1.3.6.1.4.1.12356.101.14.5.1.15,gauge32,read-only,objecttype,column,"Represents the TX bandwidth of a wireless station, in kbps."
fgWcStaBandwidthRx,1.3.6.1.4.1.12356.101.14.5.1.16,gauge32,read-only,objecttype,column,"Represents the RX bandwidth of a wireless station, in kbps."
fgWcStaChannel,1.3.6.1.4.1.12356.101.14.5.1.17,fgwcwtpradiochannelnumber,read-only,objecttype,column,"Represents the frequency channel that a wireless station is using."
fgWcStaRadioType,1.3.6.1.4.1.12356.101.14.5.1.18,fgwcwtpradiotype,read-only,objecttype,column,"Represents the radio physical type of a wireless station."
fgWcStaSecurity,1.3.6.1.4.1.12356.101.14.5.1.19,fgwcwlansecuritytype,read-only,objecttype,column,"Represents the security type of a wireless station."
fgWcStaEncrypt,1.3.6.1.4.1.12356.101.14.5.1.20,fgwcwlanencryptiontype,read-only,objecttype,column,"Represents the encryption method of a wireless station."
fgWcStaOnline,1.3.6.1.4.1.12356.101.14.5.1.21,integer,read-only,objecttype,column,"Represent online status of a wireless station. Enumeration: 'yes': 1, 'no': 2."
fgFc,1.3.6.1.4.1.12356.101.15,,,objectidentity,,""
fgFcTrapObjects,1.3.6.1.4.1.12356.101.15.1,,,objectidentity,,""
fgFcSwVdom,1.3.6.1.4.1.12356.101.15.1.1,fgvdindex,no-access,objecttype,scalar,"Virtual domain the switch is part of"
fgFcSwSerial,1.3.6.1.4.1.12356.101.15.1.2,displaystring,no-access,objecttype,scalar,"Serial number of the switch"
fgFcSwName,1.3.6.1.4.1.12356.101.15.1.3,displaystring,no-access,objecttype,scalar,"Name of the switch"
fgServerLoadBalance,1.3.6.1.4.1.12356.101.16,,,objectidentity,,""
fgServerLoadBalanceTrapObjects,1.3.6.1.4.1.12356.101.16.1,,,objectidentity,,""
fgServerLoadBalanceRealServerAddress,1.3.6.1.4.1.12356.101.16.1.1,ipaddress,no-access,objecttype,scalar,"IP of the real server."
fgServerLoadBalanceVirtualServerName,1.3.6.1.4.1.12356.101.16.1.2,displaystring,no-access,objecttype,scalar,"Name of the virual server."
fgUsbModemInfo,1.3.6.1.4.1.12356.101.17,,,objectidentity,,""
fgUsbModemInfoObjects,1.3.6.1.4.1.12356.101.17.1,,,objectidentity,,""
fgUsbModemSignalStrength,1.3.6.1.4.1.12356.101.17.1.1,integer,read-only,objecttype,scalar,"3G/4G USB Modem signal Strength. Enumeration: 'level0': 0, 'level1': 1, 'level2': 2, 'level3': 3, 'level4': 4."
fgUsbModemStatus,1.3.6.1.4.1.12356.101.17.1.2,integer,read-only,objecttype,scalar," 3G/4G USB Modem status. Enumeration: 'connected': 1, 'disconnected': 0."
fgUsbModemSimState,1.3.6.1.4.1.12356.101.17.1.3,integer,read-only,objecttype,scalar,"3G/4G USB Modem sim card status. Enumeration: 'valid': 1, 'invalid': 0."
fgUsbModemVendor,1.3.6.1.4.1.12356.101.17.1.4,displaystring,read-only,objecttype,scalar,"3G/4G USB Modem vendor name."
fgUsbModemProduct,1.3.6.1.4.1.12356.101.17.1.5,displaystring,read-only,objecttype,scalar,"3G/4G USB Modem product name."
fgUsbModemNetwork,1.3.6.1.4.1.12356.101.17.1.6,integer,read-only,objecttype,scalar,"3G/4G USB Modem network type. Enumeration: 'network3G': 0, 'networkLTE': 1."
fgUsbModemId,1.3.6.1.4.1.12356.101.17.1.7,displaystring,read-only,objecttype,scalar,"3G/4G USB Modem identifier."
fgUsbModemSimId,1.3.6.1.4.1.12356.101.17.1.8,displaystring,read-only,objecttype,scalar,"3G/4G USB Modem sim card identifier."
fgDevice,1.3.6.1.4.1.12356.101.18,,,objectidentity,,""
fgDeviceTrapObjects,1.3.6.1.4.1.12356.101.18.1,,,objectidentity,,""
fgDeviceMacAddress,1.3.6.1.4.1.12356.101.18.1.1,displaystring,no-access,objecttype,scalar,"The MAC address pertaining the Device."
fgDeviceCreated,1.3.6.1.4.1.12356.101.18.1.2,gauge32,no-access,objecttype,scalar,"The created time pertaining the Device."
fgDeviceLastSeen,1.3.6.1.4.1.12356.101.18.1.3,gauge32,no-access,objecttype,scalar,"The last seen time pertaining the Device."
fgMibConformance,1.3.6.1.4.1.12356.101.100,,,objectidentity,,""
fgFmTrapGroup,1.3.6.1.4.1.12356.101.100.1,,,notificationgroup,,"Traps are intended for use in conjunction with a FortiManager."
fgFmTrapObjectGroup,1.3.6.1.4.1.12356.101.100.2,,,objectgroup,,"These objects support the traps in the fgFmTrapGroup."
fgAdminObjectGroup,1.3.6.1.4.1.12356.101.100.3,,,objectgroup,,"Objects pertaining to administration of the device."
fgSystemObjectGroup,1.3.6.1.4.1.12356.101.100.4,,,objectgroup,,"Objects pertaining to the system status of the device."
fgSoftwareObjectGroup,1.3.6.1.4.1.12356.101.100.5,,,objectgroup,,"Objects pertaining to software running on the device."
fgHwSensorsObjectGroup,1.3.6.1.4.1.12356.101.100.6,,,objectgroup,,"Object pertaining to hardware sensors on the device."
fgHighAvailabilityObjectGroup,1.3.6.1.4.1.12356.101.100.7,,,objectgroup,,"Objects pertaining to High Availability clustering of FortiGate devices."
fgVpnObjectGroup,1.3.6.1.4.1.12356.101.100.8,,,objectgroup,,"Objects pertaining to Virtual Priavet Networking on FortiGate devices."
fgFirewallObjectGroup,1.3.6.1.4.1.12356.101.100.9,,,objectgroup,,"Objects pertaining to Firewall functionality on FortiGate devices."
fgAppServicesObjectGroup,1.3.6.1.4.1.12356.101.100.10,,,objectgroup,,"Objects pertaining to application proxy and filtering services on FortiGate devices."
fgAntivirusObjectGroup,1.3.6.1.4.1.12356.101.100.11,,,objectgroup,,"Objects pertaining to Antivirus services on FortiGate devices."
fgIntrusionPrevtObjectGroup,1.3.6.1.4.1.12356.101.100.12,,,objectgroup,,"Objects pertaining to Intrusion Detection and Prevention services on FortiGate devices."
fgWebFilterObjectGroup,1.3.6.1.4.1.12356.101.100.13,,,objectgroup,,"Objects pertaining to FortiGate and FortiGuard based Web Filtering services on FortiGate devices."
fgVirtualDomainObjectGroup,1.3.6.1.4.1.12356.101.100.14,,,objectgroup,,"Objects pertaining to Virtual Firewall Domain services on FortiGate devices."
fgAdministrationObjectGroup,1.3.6.1.4.1.12356.101.100.15,,,objectgroup,,"Objects pertaining to the administration of FortiGate device."
fgIntfObjectGroup,1.3.6.1.4.1.12356.101.100.16,,,objectgroup,,"Objects pertaining to the interface table of FortiGate device."
fgProcessorsObjectGroup,1.3.6.1.4.1.12356.101.100.17,,,objectgroup,,"Objects pertaining to the processors table of FortiGate device."
fgNotificationGroup,1.3.6.1.4.1.12356.101.100.18,,,notificationgroup,,"Notifications that can be generated from a FortiGate device."
fgObsoleteNotificationsGroup,1.3.6.1.4.1.12356.101.100.19,,,notificationgroup,,"Notifications that have been deprecated, but may still be generated by older models."
fgExplicitProxyObjectGroup,1.3.6.1.4.1.12356.101.100.20,,,objectgroup,,"Objects pertaining to explicit proxy"
fgWebCacheObjectGroup,1.3.6.1.4.1.12356.101.100.21,,,objectgroup,,"Objects pertaining to explicit proxy, web cache and wan optimization."
fgWanOptObjectGroup,1.3.6.1.4.1.12356.101.100.22,,,objectgroup,,"Objects pertaining to explicit proxy, web cache and wan optimization."
fgObsoleteAppServicesObjectGroup,1.3.6.1.4.1.12356.101.100.23,,,objectgroup,,"Objects that have been deprecated, but may still be generated by older models."
fgSystemAdvancedObjectGroup,1.3.6.1.4.1.12356.101.100.24,,,objectgroup,,"Objects pertaining to the system advanced status of the device."
fgWcObjectGroup,1.3.6.1.4.1.12356.101.100.25,,,objectgroup,,"Objects pertaining to wireless controller."
fgFcObjectGroup,1.3.6.1.4.1.12356.101.100.26,,,objectgroup,,"Objects pertaining to switch controller."
fgServerLoadBalanceObjectGroup,1.3.6.1.4.1.12356.101.100.27,,,objectgroup,,"Objects pertaining to Server Load Balance group."
fgUsbportsObjectGroup,1.3.6.1.4.1.12356.101.100.28,,,objectgroup,,"Objects pertaining to USB device group."
fgUsbModemInfoGroup,1.3.6.1.4.1.12356.101.100.29,,,objectgroup,,"Objects pertaining to USB Modem Info group."
fgDeviceObjectGroup,1.3.6.1.4.1.12356.101.100.30,,,objectgroup,,"Objects pertaining to Device group."
fgLinkMonitorGroup,1.3.6.1.4.1.12356.101.100.31,,,objectgroup,,"Objects pertaining to Link Monitor group."
fgMIBCompliance,1.3.6.1.4.1.12356.101.100.100,,,modulecompliance,,"The compliance statement for the application MIB."
fg300MibCompliance,1.3.6.1.4.1.12356.101.100.101,,,modulecompliance,,"The backwards compatibility compliance statement for the application MIB."
fgObsolteMIBCompliance,1.3.6.1.4.1.12356.101.100.102,,,modulecompliance,,"The compliance statement for the application MIB."
